gid,id,team,p_seq,p_h,p_r,p_er,p_w,p_hbp,p_wp,date,wl
CIN202305090,Jeff Brigham,NYN,3,0,0,0,1,0,0,05/09/2023,l
CIN202305090,Adam Ottavino,NYN,4,0,0,0,0,0,0,05/09/2023,l
CIN202305090,Drew Smith,NYN,5,0,0,0,0,1,0,05/09/2023,l
CIN202305090,Luke Weaver,CIN,1,4,4,4,1,0,0,05/09/2023,w
CIN202305090,Derek Law,CIN,2,1,0,0,1,0,0,05/09/2023,w
CIN202305090,Alex Young,CIN,3,1,2,2,0,1,0,05/09/2023,w
CIN202305090,Lucas Sims,CIN,4,1,0,0,1,0,0,05/09/2023,w
CIN202305090,Alexis Diaz,CIN,5,0,0,0,1,0,0,05/09/2023,w
CLE202305090,Michael Lorenzen,DET,1,5,1,1,0,0,0,05/09/2023,l
CLE202305090,Jose Cisnero,DET,2,2,1,1,1,0,1,05/09/2023,l
CLE202305090,Tyler Alexander,DET,3,0,0,0,0,0,0,05/09/2023,l
CLE202305090,Shane Bieber,CLE,1,7,0,0,1,0,0,05/09/2023,w
CLE202305090,James Karinchak,CLE,2,0,0,0,2,0,0,05/09/2023,w
CLE202305090,Sam Hentges,CLE,3,1,0,0,0,0,0,05/09/2023,w
CLE202305090,Trevor Stephan,CLE,4,0,0,0,0,0,0,05/09/2023,w
CLE202305090,Emmanuel Clase,CLE,5,1,0,0,0,0,0,05/09/2023,w
KCA202305090,Lucas Giolito,CHA,1,5,2,2,2,0,0,05/09/2023,w
KCA202305090,Joe Kelly,CHA,2,0,0,0,0,0,0,05/09/2023,w
KCA202305090,Reynaldo Lopez,CHA,3,0,0,0,0,0,0,05/09/2023,w
KCA202305090,Kendall Graveman,CHA,4,0,0,0,0,0,0,05/09/2023,w
KCA202305090,Jordan Lyles,KCA,1,6,4,4,0,0,0,05/09/2023,l
MIL202305090,Noah Syndergaard,LAN,1,1,0,0,1,0,0,05/09/2023,w
MIL202305090,Phil Bickford,LAN,2,1,0,0,0,0,0,05/09/2023,w
MIL202305090,Justin Bruihl,LAN,3,0,0,0,0,0,0,05/09/2023,w
MIL202305090,Yency Almonte,LAN,4,0,0,0,0,0,0,05/09/2023,w
MIL202305090,Victor Gonzalez,LAN,5,0,0,0,0,0,0,05/09/2023,w
MIL202305090,Shelby Miller,LAN,6,2,2,2,1,0,0,05/09/2023,w
MIL202305090,Brusdar Graterol,LAN,7,1,0,0,1,0,0,05/09/2023,w
MIL202305090,Evan Phillips,LAN,8,0,0,0,0,0,0,05/09/2023,w
MIL202305090,Eric Lauer,MIL,1,4,4,3,2,0,0,05/09/2023,l
MIL202305090,Bryse Wilson,MIL,2,2,2,2,0,0,0,05/09/2023,l
MIL202305090,Gus Varland,MIL,3,1,0,0,3,1,0,05/09/2023,l
MIL202305090,Elvis Peguero,MIL,4,1,0,0,1,0,0,05/09/2023,l
MIN202305090,Michael Wacha,SDN,1,3,1,1,3,0,0,05/09/2023,w
MIN202305090,Luis Garcia,SDN,2,2,0,0,0,0,0,05/09/2023,w
MIN202305090,Steven Wilson,SDN,3,0,0,0,0,0,0,05/09/2023,w
MIN202305090,Nick Martinez,SDN,4,0,0,0,1,0,0,05/09/2023,w
MIN202305090,Tim Hill,SDN,5,1,0,0,1,0,0,05/09/2023,w
MIN202305090,Louie Varland,MIN,1,5,1,1,2,0,0,05/09/2023,l
MIN202305090,Griffin Jax,MIN,2,1,2,1,2,0,0,05/09/2023,l
MIN202305090,Emilio Pagan,MIN,3,1,0,0,0,0,0,05/09/2023,l
MIN202305090,Jorge Alcala,MIN,4,3,3,3,1,0,0,05/09/2023,l
NYA202305090,Drew Rucinski,OAK,1,6,7,5,3,1,0,05/09/2023,l
NYA202305090,Spencer Patton,OAK,2,4,3,3,1,0,0,05/09/2023,l
NYA202305090,Clarke Schmidt,NYA,1,5,2,2,2,0,1,05/09/2023,w
NYA202305090,Albert Abreu,NYA,2,1,1,1,1,0,0,05/09/2023,w
NYA202305090,Wandy Peralta,NYA,3,1,0,0,1,0,0,05/09/2023,w
NYA202305090,Greg Weissert,NYA,4,3,2,2,1,0,0,05/09/2023,w
NYA202305090,Clay Holmes,NYA,5,0,0,0,1,0,0,05/09/2023,w
PHI202305090,Alek Manoah,TOR,1,4,3,3,4,0,0,05/09/2023,l
PHI202305090,Tim Mayza,TOR,2,1,1,1,0,0,0,05/09/2023,l
PHI202305090,Nate Pearson,TOR,3,2,1,1,1,0,0,05/09/2023,l
PHI202305090,Trevor Richards,TOR,4,1,3,3,2,0,0,05/09/2023,l
PHI202305090,Erik Swanson,TOR,5,1,0,0,0,0,0,05/09/2023,l
PHI202305090,Aaron Nola,PHI,1,5,2,2,2,0,0,05/09/2023,w
PHI202305090,Seranthony Dominguez,PHI,2,2,2,0,0,1,0,05/09/2023,w
PHI202305090,Gregory Soto,PHI,3,0,0,0,0,1,0,05/09/2023,w
PHI202305090,Connor Brogdon,PHI,4,0,0,0,0,0,0,05/09/2023,w
PHI202305090,Craig Kimbrel,PHI,5,0,0,0,0,0,0,05/09/2023,w
PIT202305090,Connor Seabold,COL,1,3,1,1,3,1,0,05/09/2023,w
PIT202305090,Brent Suter,COL,2,0,0,0,1,0,0,05/09/2023,w
PIT202305090,Jake Bird,COL,3,1,0,0,0,0,0,05/09/2023,w
PIT202305090,Nick Mears,COL,4,0,0,0,2,0,0,05/09/2023,w
PIT202305090,Luis Ortiz,PIT,1,7,5,2,1,0,0,05/09/2023,l
PIT202305090,Jose Hernandez,PIT,2,0,1,1,1,0,0,05/09/2023,l
PIT202305090,Duane Underwood,PIT,3,4,4,4,1,0,0,05/09/2023,l
PIT202305090,Yohan Ramirez,PIT,4,0,0,0,0,0,0,05/09/2023,l
PIT202305090,Robert Stephenson,PIT,5,0,0,0,1,0,0,05/09/2023,l
SEA202305090,Andrew Heaney,TEX,1,4,4,3,2,0,0,05/09/2023,l
SEA202305090,Ian Kennedy,TEX,2,2,1,1,1,0,0,05/09/2023,l
SEA202305090,George Kirby,SEA,1,6,0,0,0,0,0,05/09/2023,w
SEA202305090,Justin Topa,SEA,2,0,0,0,1,0,0,05/09/2023,w
SEA202305090,Juan Then,SEA,3,1,0,0,0,0,0,05/09/2023,w
SFN202305090,Patrick Corbin,WAS,1,8,3,2,0,0,1,05/09/2023,l
SFN202305090,Mason Thompson,WAS,2,1,1,1,2,0,0,05/09/2023,l
SFN202305090,Hobie Harris,WAS,3,1,0,0,1,0,0,05/09/2023,l
SFN202305090,Logan Webb,SFN,1,9,1,1,1,0,0,05/09/2023,w
SFN202305090,Tyler Rogers,SFN,2,1,0,0,1,0,0,05/09/2023,w
SFN202305090,Camilo Doval,SFN,3,0,0,0,0,0,0,05/09/2023,w
ANA202305100,Cristian Javier,HOU,1,3,2,2,1,0,0,05/10/2023,w
ANA202305100,Hector Neris,HOU,2,0,0,0,1,0,0,05/10/2023,w
ANA202305100,Bryan Abreu,HOU,3,1,0,0,0,0,0,05/10/2023,w
ANA202305100,Ryan Pressly,HOU,4,4,2,2,0,0,0,05/10/2023,w
ANA202305100,Griffin Canning,ANA,1,5,5,5,1,1,0,05/10/2023,l
ANA202305100,Jimmy Herget,ANA,2,2,0,0,1,0,0,05/10/2023,l
ANA202305100,Ryan Tepera,ANA,3,1,0,0,0,0,0,05/10/2023,l
ANA202305100,Chris Devenski,ANA,4,0,0,0,0,0,0,05/10/2023,l
ANA202305100,Tucker Davidson,ANA,5,0,0,0,1,0,0,05/10/2023,l
ARI202305100,Edward Cabrera,MIA,1,2,4,4,4,0,0,05/10/2023,w
ARI202305100,Steven Okert,MIA,2,0,0,0,1,0,0,05/10/2023,w
ARI202305100,Bryan Hoeing,MIA,3,0,0,0,0,0,0,05/10/2023,w
ARI202305100,Tanner Scott,MIA,4,0,0,0,1,0,0,05/10/2023,w
ARI202305100,Huascar Brazoban,MIA,5,1,0,0,0,0,0,05/10/2023,w
ARI202305100,Dylan Floro,MIA,6,1,0,0,0,0,0,05/10/2023,w
ARI202305100,A. J. Puk,MIA,7,1,0,0,0,0,0,05/10/2023,w
ARI202305100,Merrill Kelly,ARI,1,4,4,4,1,0,0,05/10/2023,l
ARI202305100,Kyle Nelson,ARI,2,1,0,0,0,0,0,05/10/2023,l
ARI202305100,Andrew Chafin,ARI,3,1,1,1,0,0,0,05/10/2023,l
ARI202305100,Miguel Castro,ARI,4,1,0,0,0,0,0,05/10/2023,l
ATL202305100,Brayan Bello,BOS,1,6,2,2,1,0,0,05/10/2023,w
ATL202305100,Josh Winckowski,BOS,2,0,0,0,0,0,0,05/10/2023,w
ATL202305100,Chris Martin,BOS,3,1,0,0,0,0,0,05/10/2023,w
ATL202305100,Kenley Jansen,BOS,4,1,0,0,0,0,0,05/10/2023,w
ATL202305100,Dylan Lee,ATL,1,0,0,0,1,0,0,05/10/2023,l
ATL202305100,Collin McHugh,ATL,2,3,2,2,1,0,0,05/10/2023,l
ATL202305100,Danny Young,ATL,3,0,0,0,0,1,0,05/10/2023,l
ATL202305100,Jesse Chavez,ATL,4,0,0,0,0,0,0,05/10/2023,l
ATL202305100,A. J. Minter,ATL,5,0,1,1,2,0,0,05/10/2023,l
ATL202305100,Nick Anderson,ATL,6,1,0,0,1,0,0,05/10/2023,l
ATL202305100,Raisel Iglesias,ATL,7,3,2,2,0,0,0,05/10/2023,l
ATL202305100,Joe Jimenez,ATL,8,0,0,0,0,0,0,05/10/2023,l
BAL202305100,Jalen Beeks,TBA,1,1,0,0,0,0,1,05/10/2023,l
BAL202305100,Yonny Chirinos,TBA,2,5,2,2,4,0,0,05/10/2023,l
BAL202305100,Javy Guerra,TBA,3,0,0,0,2,0,0,05/10/2023,l
BAL202305100,Dean Kremer,BAL,1,4,0,0,2,0,0,05/10/2023,w
BAL202305100,Austin Voth,BAL,2,2,1,1,0,0,0,05/10/2023,w
BAL202305100,Danny Coulombe,BAL,3,0,0,0,0,0,0,05/10/2023,w
BAL202305100,Yennier Cano,BAL,4,0,0,0,0,0,0,05/10/2023,w
CHN202305100,Jordan Montgomery,SLN,1,7,6,6,3,0,0,05/10/2023,l
CHN202305100,Drew VerHagen,SLN,2,4,3,3,1,0,0,05/10/2023,l
CHN202305100,James Naile,SLN,3,3,1,1,2,0,0,05/10/2023,l
CHN202305100,Justin Steele,CHN,1,7,3,3,3,0,0,05/10/2023,w
CHN202305100,Michael Fulmer,CHN,2,0,0,0,0,0,0,05/10/2023,w
CHN202305100,Brad Boxberger,CHN,3,0,0,0,0,0,0,05/10/2023,w
CHN202305100,Keegan Thompson,CHN,4,3,1,1,1,0,0,05/10/2023,w
CIN202305100,Justin Verlander,NYN,1,2,1,1,2,0,0,05/10/2023,w
CIN202305100,Adam Ottavino,NYN,2,0,0,0,0,0,0,05/10/2023,w
CIN202305100,David Robertson,NYN,3,0,0,0,0,0,0,05/10/2023,w
CIN202305100,Hunter Greene,CIN,1,6,2,2,4,1,0,05/10/2023,l
CIN202305100,Ian Gibaut,CIN,2,1,0,0,0,0,0,05/10/2023,l
CIN202305100,Buck Farmer,CIN,3,2,0,0,0,0,0,05/10/2023,l
CIN202305100,Alex Young,CIN,4,1,0,0,0,0,0,05/10/2023,l
CIN202305100,Casey Legumina,CIN,5,0,0,0,0,0,0,05/10/2023,l
CLE202305100,Eduardo Rodriguez,DET,1,4,0,0,2,0,0,05/10/2023,w
CLE202305100,Jason Foley,DET,2,0,0,0,0,0,0,05/10/2023,w
CLE202305100,Chasen Shreve,DET,3,0,0,0,1,0,0,05/10/2023,w
CLE202305100,Peyton Battenfield,CLE,1,7,5,4,0,0,0,05/10/2023,l
CLE202305100,Enyel De Los Santos,CLE,2,1,0,0,0,1,0,05/10/2023,l
CLE202305100,Nick Sandlin,CLE,3,0,0,0,0,0,0,05/10/2023,l
CLE202305100,Eli Morgan,CLE,4,0,0,0,0,0,0,05/10/2023,l
KCA202305100,Lance Lynn,CHA,1,9,7,7,2,0,0,05/10/2023,l
KCA202305100,Nicholas Padilla,CHA,2,4,2,2,0,0,0,05/10/2023,l
KCA202305100,Keynan Middleton,CHA,3,1,0,0,0,0,0,05/10/2023,l
KCA202305100,Brad Keller,KCA,1,3,1,1,4,0,0,05/10/2023,w
KCA202305100,Jose Cuas,KCA,2,1,0,0,1,0,1,05/10/2023,w
KCA202305100,Amir Garrett,KCA,3,1,0,0,0,0,0,05/10/2023,w
KCA202305100,Josh Staumont,KCA,4,1,0,0,0,0,0,05/10/2023,w
KCA202305100,Taylor Clarke,KCA,5,0,0,0,0,0,0,05/10/2023,w
MIL202305100,Clayton Kershaw,LAN,1,5,1,1,0,0,0,05/10/2023,w
MIL202305100,Wander Suero,LAN,2,0,0,0,0,0,0,05/10/2023,w
MIL202305100,Wade Miley,MIL,1,6,7,7,2,1,0,05/10/2023,l
MIL202305100,Colin Rea,MIL,2,2,1,1,2,0,1,05/10/2023,l
MIL202305100,Joel Payamps,MIL,3,1,0,0,0,0,0,05/10/2023,l
MIL202305100,Hoby Milner,MIL,4,0,0,0,0,0,0,05/10/2023,l
MIL202305100,Devin Williams,MIL,5,0,0,0,0,0,0,05/10/2023,l
MIN202305100,Seth Lugo,SDN,1,5,2,2,1,0,0,05/10/2023,l
MIN202305100,Brent Honeywell,SDN,2,1,0,0,0,0,0,05/10/2023,l
MIN202305100,Tim Hill,SDN,3,1,0,0,0,0,0,05/10/2023,l
MIN202305100,Luis Garcia,SDN,4,0,0,0,1,0,0,05/10/2023,l
MIN202305100,Josh Hader,SDN,5,1,1,0,1,0,1,05/10/2023,l
MIN202305100,Domingo Tapia,SDN,6,1,1,0,1,0,0,05/10/2023,l
MIN202305100,Pablo Lopez,MIN,1,2,1,1,4,1,0,05/10/2023,w
MIN202305100,Brock Stewart,MIN,2,0,0,0,0,0,0,05/10/2023,w
MIN202305100,Jorge Lopez,MIN,3,2,1,1,1,0,0,05/10/2023,w
MIN202305100,Jhoan Duran,MIN,4,0,1,0,0,0,0,05/10/2023,w
MIN202305100,Griffin Jax,MIN,5,0,0,0,2,0,0,05/10/2023,w
NYA202305100,Kyle Muller,OAK,1,5,6,6,3,1,0,05/10/2023,l
NYA202305100,Rico Garcia,OAK,2,4,5,5,2,0,0,05/10/2023,l
NYA202305100,Shintaro Fujinami,OAK,3,0,0,0,1,0,0,05/10/2023,l
NYA202305100,Richard Lovelady,OAK,4,1,0,0,0,0,0,05/10/2023,l
NYA202305100,Jhony Brito,NYA,1,5,2,2,2,1,0,05/10/2023,w
NYA202305100,Jimmy Cordero,NYA,2,1,0,0,0,1,0,05/10/2023,w
NYA202305100,Deivi Garcia,NYA,3,2,1,1,1,0,0,05/10/2023,w
PHI202305100,Kevin Gausman,TOR,1,3,0,0,0,0,0,05/10/2023,l
PHI202305100,Yimi Garcia,TOR,2,1,0,0,0,0,0,05/10/2023,l
PHI202305100,Erik Swanson,TOR,3,0,0,0,1,0,0,05/10/2023,l
PHI202305100,Jordan Romano,TOR,4,3,1,1,1,0,0,05/10/2023,l
PHI202305100,Tim Mayza,TOR,5,0,1,0,1,0,0,05/10/2023,l
PHI202305100,Zack Wheeler,PHI,1,3,1,1,1,0,0,05/10/2023,w
PHI202305100,Gregory Soto,PHI,2,0,0,0,1,0,0,05/10/2023,w
PHI202305100,Seranthony Dominguez,PHI,3,1,0,0,0,0,0,05/10/2023,w
PHI202305100,Craig Kimbrel,PHI,4,0,0,0,0,0,0,05/10/2023,w
PIT202305100,Antonio Senzatela,COL,1,4,3,3,1,0,0,05/10/2023,w
PIT202305100,Peter Lambert,COL,2,0,0,0,1,0,0,05/10/2023,w
PIT202305100,Daniel Bard,COL,3,1,0,0,2,0,1,05/10/2023,w
PIT202305100,Brad Hand,COL,4,0,0,0,0,0,0,05/10/2023,w
PIT202305100,Justin Lawrence,COL,5,0,0,0,1,0,0,05/10/2023,w
PIT202305100,Pierce Johnson,COL,6,1,0,0,1,0,0,05/10/2023,w
PIT202305100,Rich Hill,PIT,1,4,3,1,2,0,0,05/10/2023,l
PIT202305100,Dauri Moreta,PIT,2,0,0,0,0,0,0,05/10/2023,l
PIT202305100,Jose Hernandez,PIT,3,0,0,0,0,0,0,05/10/2023,l
PIT202305100,Robert Stephenson,PIT,4,2,1,1,2,0,0,05/10/2023,l
PIT202305100,Colin Holderman,PIT,5,1,0,0,0,0,0,05/10/2023,l
PIT202305100,David Bednar,PIT,6,1,0,0,0,0,0,05/10/2023,l
SEA202305100,Dane Dunning,TEX,1,6,2,2,1,0,0,05/10/2023,w
SEA202305100,Josh Sborz,TEX,2,0,0,0,0,0,0,05/10/2023,w
SEA202305100,Brock Burke,TEX,3,1,1,1,0,1,0,05/10/2023,w
SEA202305100,Jonathan Hernandez,TEX,4,0,0,0,1,0,0,05/10/2023,w
SEA202305100,Will Smith,TEX,5,0,0,0,0,0,0,05/10/2023,w
SEA202305100,Luis Castillo,SEA,1,8,3,3,0,1,0,05/10/2023,l
SEA202305100,Matt Brash,SEA,2,3,1,1,0,0,0,05/10/2023,l
SEA202305100,Gabe Speier,SEA,3,0,0,0,0,0,0,05/10/2023,l
SEA202305100,Juan Then,SEA,4,1,0,0,0,0,0,05/10/2023,l
SEA202305100,Chris Flexen,SEA,5,1,0,0,0,0,0,05/10/2023,l
SEA202305100,Paul Sewald,SEA,6,0,0,0,0,0,0,05/10/2023,l
SFN202305100,Josiah Gray,WAS,1,5,2,2,4,0,0,05/10/2023,w
SFN202305100,Thaddeus Ward,WAS,2,1,2,2,1,0,0,05/10/2023,w
SFN202305100,Erasmo Ramirez,WAS,3,2,2,2,0,0,0,05/10/2023,w
SFN202305100,Sean Manaea,SFN,1,5,8,4,3,0,0,05/10/2023,l
SFN202305100,Tristan Beck,SFN,2,6,2,2,1,0,0,05/10/2023,l
SFN202305100,Cole Waites,SFN,3,1,1,1,1,0,0,05/10/2023,l
ARI202305110,Alex Cobb,SFN,1,7,0,0,2,0,1,05/11/2023,w
ARI202305110,Tyler Rogers,SFN,2,0,0,0,0,0,0,05/11/2023,w
ARI202305110,Cole Waites,SFN,3,2,2,2,1,0,0,05/11/2023,w
ARI202305110,Camilo Doval,SFN,4,0,0,0,0,0,0,05/11/2023,w
ARI202305110,Tommy Henry,ARI,1,5,2,2,2,1,0,05/11/2023,l
ARI202305110,Scott McGough,ARI,2,0,0,0,0,0,0,05/11/2023,l
ARI202305110,Jose Ruiz,ARI,3,3,4,3,1,0,1,05/11/2023,l
CIN202305110,Kodai Senga,NYN,1,8,5,5,1,0,0,05/11/2023,l
CIN202305110,Tommy Hunter,NYN,2,2,0,0,0,0,0,05/11/2023,l
CIN202305110,Dominic Leone,NYN,3,0,0,0,0,0,0,05/11/2023,l
CIN202305110,Derek Law,CIN,1,0,0,0,1,0,0,05/11/2023,w
CIN202305110,Ben Lively,CIN,2,4,0,0,0,0,0,05/11/2023,w
CIN202305110,Lucas Sims,CIN,3,0,0,0,2,0,0,05/11/2023,w
CIN202305110,Kevin Herget,CIN,4,2,0,0,0,0,0,05/11/2023,w
KCA202305110,Mike Clevinger,CHA,1,3,3,3,2,0,0,05/11/2023,l
KCA202305110,Gregory Santos,CHA,2,1,0,0,0,1,0,05/11/2023,l
KCA202305110,Joe Kelly,CHA,3,0,0,0,0,0,0,05/11/2023,l
KCA202305110,Reynaldo Lopez,CHA,4,2,1,1,1,0,0,05/11/2023,l
KCA202305110,Brady Singer,KCA,1,5,1,1,2,0,0,05/11/2023,w
KCA202305110,Carlos Hernandez,KCA,2,0,0,0,0,0,0,05/11/2023,w
KCA202305110,Aroldis Chapman,KCA,3,3,2,2,0,0,0,05/11/2023,w
KCA202305110,Scott Barlow,KCA,4,0,0,0,0,0,0,05/11/2023,w
MIN202305110,Yu Darvish,SDN,1,4,2,2,1,1,0,05/11/2023,l
MIN202305110,Brent Honeywell,SDN,2,1,3,3,1,1,0,05/11/2023,l
MIN202305110,Steven Wilson,SDN,3,1,0,0,1,0,0,05/11/2023,l
MIN202305110,Tom Cosgrove,SDN,4,0,0,0,0,0,0,05/11/2023,l
MIN202305110,Bailey Ober,MIN,1,6,3,3,0,0,1,05/11/2023,w
MIN202305110,Emilio Pagan,MIN,2,0,0,0,0,0,0,05/11/2023,w
MIN202305110,Brock Stewart,MIN,3,0,0,0,2,1,0,05/11/2023,w
MIN202305110,Jorge Lopez,MIN,4,0,0,0,0,0,0,05/11/2023,w
NYA202305110,Drew Rasmussen,TBA,1,2,0,0,0,0,0,05/11/2023,w
NYA202305110,Jake Diekman,TBA,2,0,0,0,0,1,0,05/11/2023,w
NYA202305110,Javy Guerra,TBA,3,2,2,2,2,0,0,05/11/2023,w
NYA202305110,Domingo German,NYA,1,3,2,1,3,0,0,05/11/2023,l
NYA202305110,Ron Marinaccio,NYA,2,2,2,2,0,1,0,05/11/2023,l
NYA202305110,Albert Abreu,NYA,3,1,1,1,2,0,0,05/11/2023,l
NYA202305110,Ryan Weber,NYA,4,5,3,3,0,0,0,05/11/2023,l
OAK202305110,Nathan Eovaldi,TEX,1,3,0,0,1,0,0,05/11/2023,w
OAK202305110,Will Smith,TEX,2,0,0,0,0,0,0,05/11/2023,w
OAK202305110,Luis Medina,OAK,1,5,3,3,0,0,2,05/11/2023,l
OAK202305110,Sam Long,OAK,2,1,1,1,1,0,0,05/11/2023,l
OAK202305110,Austin Pruitt,OAK,3,1,0,0,0,0,0,05/11/2023,l
ARI202305120,John Brebbia,SFN,1,1,0,0,1,0,0,05/12/2023,l
ARI202305120,Ross Stripling,SFN,2,5,4,4,2,0,0,05/12/2023,l
ARI202305120,Jakob Junis,SFN,3,2,2,1,1,0,0,05/12/2023,l
ARI202305120,Alex Wood,SFN,4,3,1,1,1,0,0,05/12/2023,l
ARI202305120,Scott Alexander,SFN,5,1,0,0,0,0,0,05/12/2023,l
ARI202305120,Ryne Nelson,ARI,1,7,4,4,1,0,0,05/12/2023,w
ARI202305120,Anthony Misiewicz,ARI,2,0,0,0,1,0,0,05/12/2023,w
ARI202305120,Kyle Nelson,ARI,3,1,0,0,0,0,0,05/12/2023,w
ARI202305120,Scott McGough,ARI,4,0,1,1,0,1,0,05/12/2023,w
ARI202305120,Andrew Chafin,ARI,5,2,0,0,0,0,0,05/12/2023,w
ARI202305120,Miguel Castro,ARI,6,1,0,0,0,0,0,05/12/2023,w
BAL202305120,Johan Oviedo,PIT,1,4,1,1,5,0,0,05/12/2023,l
BAL202305120,Dauri Moreta,PIT,2,0,0,0,0,0,1,05/12/2023,l
BAL202305120,Jose Hernandez,PIT,3,2,2,2,0,0,0,05/12/2023,l
BAL202305120,Duane Underwood,PIT,4,3,3,3,2,0,0,05/12/2023,l
BAL202305120,Kyle Bradish,BAL,1,3,1,0,1,0,1,05/12/2023,w
BAL202305120,Danny Coulombe,BAL,2,2,1,1,0,0,0,05/12/2023,w
BAL202305120,Bryan Baker,BAL,3,0,0,0,0,0,0,05/12/2023,w
BAL202305120,Austin Voth,BAL,4,2,1,1,1,0,0,05/12/2023,w
BAL202305120,Felix Bautista,BAL,5,0,0,0,0,0,0,05/12/2023,w
BOS202305120,Adam Wainwright,SLN,1,7,4,4,2,0,0,05/12/2023,w
BOS202305120,Andre Pallante,SLN,2,1,0,0,0,0,0,05/12/2023,w
BOS202305120,Genesis Cabrera,SLN,3,1,2,2,2,0,0,05/12/2023,w
BOS202305120,Ryan Helsley,SLN,4,0,0,0,0,0,0,05/12/2023,w
BOS202305120,James Paxton,BOS,1,4,2,2,1,0,0,05/12/2023,l
BOS202305120,Josh Winckowski,BOS,2,4,3,3,0,0,0,05/12/2023,l
BOS202305120,Richard Bleier,BOS,3,2,0,0,0,0,0,05/12/2023,l
BOS202305120,Brennan Bernardino,BOS,4,0,0,0,0,0,0,05/12/2023,l
BOS202305120,Kenley Jansen,BOS,5,3,3,3,1,0,0,05/12/2023,l
BOS202305120,Ryan Brasier,BOS,6,1,0,0,0,0,0,05/12/2023,l
CHA202305120,J. P. France,HOU,1,3,1,1,1,0,0,05/12/2023,w
CHA202305120,Hector Neris,HOU,2,0,0,0,0,0,0,05/12/2023,w
CHA202305120,Bryan Abreu,HOU,3,0,0,0,0,0,0,05/12/2023,w
CHA202305120,Ryan Pressly,HOU,4,0,0,0,0,0,0,05/12/2023,w
CHA202305120,Michael Kopech,CHA,1,1,2,2,6,1,0,05/12/2023,l
CHA202305120,Gregory Santos,CHA,2,3,2,2,0,0,0,05/12/2023,l
CHA202305120,Aaron Bummer,CHA,3,1,0,0,0,0,0,05/12/2023,l
CHA202305120,Keynan Middleton,CHA,4,1,0,0,1,0,0,05/12/2023,l
CHA202305120,Jimmy Lambert,CHA,5,2,1,1,1,0,0,05/12/2023,l
CLE202305120,Tyler Anderson,ANA,1,6,3,3,3,0,0,05/12/2023,w
CLE202305120,Matt Moore,ANA,2,3,1,1,1,0,0,05/12/2023,w
CLE202305120,Carlos Estevez,ANA,3,2,0,0,1,0,0,05/12/2023,w
CLE202305120,Logan Allen,CLE,1,8,3,3,2,0,0,05/12/2023,l
CLE202305120,Nick Sandlin,CLE,2,0,0,0,0,0,0,05/12/2023,l
CLE202305120,James Karinchak,CLE,3,0,0,0,2,0,0,05/12/2023,l
CLE202305120,Trevor Stephan,CLE,4,2,0,0,0,0,0,05/12/2023,l
CLE202305120,Emmanuel Clase,CLE,5,2,2,1,0,0,0,05/12/2023,l
COL202305120,Taijuan Walker,PHI,1,7,3,3,0,0,1,05/12/2023,w
COL202305120,Matt Strahm,PHI,2,1,0,0,0,0,0,05/12/2023,w
COL202305120,Seranthony Dominguez,PHI,3,1,0,0,0,0,0,05/12/2023,w
COL202305120,Craig Kimbrel,PHI,4,1,0,0,0,0,0,05/12/2023,w
COL202305120,Austin Gomber,COL,1,5,3,3,0,0,0,05/12/2023,l
COL202305120,Justin Lawrence,COL,2,2,3,2,1,0,0,05/12/2023,l
COL202305120,Brad Hand,COL,3,0,0,0,0,0,0,05/12/2023,l
DET202305120,Marco Gonzales,SEA,1,5,2,2,1,0,0,05/12/2023,w
DET202305120,Trevor Gott,SEA,2,1,0,0,1,0,0,05/12/2023,w
DET202305120,Justin Topa,SEA,3,1,0,0,0,0,0,05/12/2023,w
DET202305120,Tayler Saucedo,SEA,4,0,0,0,0,0,0,05/12/2023,w
DET202305120,Matt Boyd,DET,1,5,6,5,4,0,0,05/12/2023,l
DET202305120,Mason Englert,DET,2,1,0,0,1,0,0,05/12/2023,l
DET202305120,Will Vest,DET,3,0,0,0,0,0,0,05/12/2023,l
DET202305120,Tyler Holton,DET,4,2,1,1,0,0,0,05/12/2023,l
DET202305120,Jose Cisnero,DET,5,1,0,0,0,0,0,05/12/2023,l
DET202305120,Tyler Alexander,DET,6,2,2,2,0,0,0,05/12/2023,l
LAN202305120,Blake Snell,SDN,1,4,2,2,4,0,0,05/12/2023,l
LAN202305120,Tim Hill,SDN,2,2,2,2,0,0,0,05/12/2023,l
LAN202305120,Luis Garcia,SDN,3,0,0,0,0,0,0,05/12/2023,l
LAN202305120,Domingo Tapia,SDN,4,0,0,0,0,0,0,05/12/2023,l
LAN202305120,Dustin May,LAN,1,5,2,2,1,0,0,05/12/2023,w
LAN202305120,Caleb Ferguson,LAN,2,2,0,0,0,0,0,05/12/2023,w
LAN202305120,Evan Phillips,LAN,3,1,0,0,0,0,0,05/12/2023,w
MIA202305120,Graham Ashcraft,CIN,1,6,4,3,2,0,0,05/12/2023,w
MIA202305120,Alex Young,CIN,2,1,0,0,0,0,0,05/12/2023,w
MIA202305120,Ian Gibaut,CIN,3,0,0,0,1,0,0,05/12/2023,w
MIA202305120,Alexis Diaz,CIN,4,0,0,0,0,0,0,05/12/2023,w
MIA202305120,Eury Perez,MIA,1,4,2,2,2,0,1,05/12/2023,l
MIA202305120,Bryan Hoeing,MIA,2,1,0,0,1,0,0,05/12/2023,l
