gid,id,team,p_seq,p_h,p_r,p_er,p_w,p_hbp,p_wp,date,wl
DET202307050,Eduardo Rodriguez,DET,1,6,5,5,0,0,0,07/05/2023,l
DET202307050,Mason Englert,DET,2,2,1,1,0,0,0,07/05/2023,l
DET202307050,Zach Logue,DET,3,6,6,6,1,0,0,07/05/2023,l
HOU202307050,Chase Anderson,COL,1,7,5,5,1,0,0,07/05/2023,l
HOU202307050,Jake Bird,COL,2,0,0,0,1,0,0,07/05/2023,l
HOU202307050,Matt Koch,COL,3,0,0,0,0,0,0,07/05/2023,l
HOU202307050,Pierce Johnson,COL,4,3,1,1,1,0,0,07/05/2023,l
HOU202307050,Daniel Bard,COL,5,0,0,0,0,0,0,07/05/2023,l
HOU202307050,J. P. France,HOU,1,6,3,3,1,0,1,07/05/2023,w
HOU202307050,Hector Neris,HOU,2,1,1,1,0,0,0,07/05/2023,w
HOU202307050,Bryan Abreu,HOU,3,1,0,0,0,0,0,07/05/2023,w
HOU202307050,Ryan Pressly,HOU,4,0,0,0,0,0,0,07/05/2023,w
LAN202307050,Osvaldo Bido,PIT,1,2,2,2,4,1,0,07/05/2023,l
LAN202307050,Roansy Contreras,PIT,2,3,4,4,2,0,0,07/05/2023,l
LAN202307050,Dauri Moreta,PIT,3,1,0,0,0,0,0,07/05/2023,l
LAN202307050,Ryan Borucki,PIT,4,0,0,0,0,1,0,07/05/2023,l
LAN202307050,Yohan Ramirez,PIT,5,0,0,0,0,1,0,07/05/2023,l
LAN202307050,Bobby Miller,LAN,1,5,4,4,1,0,0,07/05/2023,w
LAN202307050,Phil Bickford,LAN,2,2,0,0,2,0,0,07/05/2023,w
LAN202307050,Ryan Brasier,LAN,3,0,0,0,0,0,0,07/05/2023,w
LAN202307050,Caleb Ferguson,LAN,4,1,0,0,0,0,0,07/05/2023,w
LAN202307050,Daniel Hudson,LAN,5,1,0,0,2,0,0,07/05/2023,w
MIA202307050,Matthew Liberatore,SLN,1,5,4,4,1,0,0,07/05/2023,l
MIA202307050,Dakota Hudson,SLN,2,2,2,2,3,0,0,07/05/2023,l
MIA202307050,Steven Matz,SLN,3,3,2,2,1,0,0,07/05/2023,l
MIA202307050,Chris Stratton,SLN,4,1,0,0,0,0,0,07/05/2023,l
MIA202307050,Giovanny Gallegos,SLN,5,0,0,0,0,0,0,07/05/2023,l
MIA202307050,Jordan Hicks,SLN,6,1,2,1,1,0,0,07/05/2023,l
MIA202307050,Bryan Hoeing,MIA,1,5,5,5,3,0,0,07/05/2023,w
MIA202307050,George Soriano,MIA,2,2,1,1,1,0,0,07/05/2023,w
MIA202307050,J. T. Chargois,MIA,3,0,0,0,2,0,0,07/05/2023,w
MIA202307050,Steven Okert,MIA,4,0,0,0,0,0,0,07/05/2023,w
MIA202307050,Huascar Brazoban,MIA,5,2,1,1,0,0,0,07/05/2023,w
MIA202307050,Tanner Scott,MIA,6,1,0,0,1,0,0,07/05/2023,w
MIA202307050,A. J. Puk,MIA,7,2,2,2,0,0,0,07/05/2023,w
MIL202307050,Justin Steele,CHN,1,9,3,3,0,0,0,07/05/2023,w
MIL202307050,Michael Rucker,CHN,2,0,0,0,3,0,0,07/05/2023,w
MIL202307050,Adbert Alzolay,CHN,3,0,0,0,0,0,0,07/05/2023,w
MIL202307050,Adrian Houser,MIL,1,6,1,1,3,1,0,07/05/2023,l
MIL202307050,Hoby Milner,MIL,2,0,0,0,0,0,0,07/05/2023,l
MIL202307050,J. C. Mejia,MIL,3,0,0,0,0,0,0,07/05/2023,l
MIL202307050,Joel Payamps,MIL,4,0,0,0,0,0,0,07/05/2023,l
MIL202307050,Devin Williams,MIL,5,3,3,2,0,0,0,07/05/2023,l
MIN202307050,Alec Marsh,KCA,1,3,3,2,3,1,0,07/05/2023,l
MIN202307050,Amir Garrett,KCA,2,0,0,0,1,0,1,07/05/2023,l
MIN202307050,Taylor Clarke,KCA,3,1,1,1,1,0,0,07/05/2023,l
MIN202307050,Dylan Coleman,KCA,4,1,1,1,1,0,0,07/05/2023,l
MIN202307050,Pablo Lopez,MIN,1,4,0,0,0,0,0,07/05/2023,w
NYA202307050,Dean Kremer,BAL,1,4,2,1,1,0,0,07/05/2023,w
NYA202307050,Yennier Cano,BAL,2,2,1,1,0,0,0,07/05/2023,w
NYA202307050,Felix Bautista,BAL,3,0,0,0,1,0,0,07/05/2023,w
NYA202307050,Randy Vasquez,NYA,1,3,0,0,3,0,0,07/05/2023,l
NYA202307050,Nick Ramirez,NYA,2,3,3,3,0,0,0,07/05/2023,l
NYA202307050,Mike King,NYA,3,2,1,1,1,0,0,07/05/2023,l
NYA202307050,Ian Hamilton,NYA,4,2,2,2,0,0,0,07/05/2023,l
SDN202307050,Patrick Sandoval,ANA,1,2,2,1,4,0,0,07/05/2023,l
SDN202307050,Jose Soriano,ANA,2,1,1,1,1,1,0,07/05/2023,l
SDN202307050,Jacob Webb,ANA,3,1,1,1,3,0,0,07/05/2023,l
SDN202307050,Chris Devenski,ANA,4,1,1,1,3,0,0,07/05/2023,l
SDN202307050,Seth Lugo,SDN,1,5,2,1,1,0,0,07/05/2023,w
SDN202307050,Nick Martinez,SDN,2,1,1,1,1,0,0,07/05/2023,w
SDN202307050,Tom Cosgrove,SDN,3,0,0,0,0,0,0,07/05/2023,w
SDN202307050,Josh Hader,SDN,4,0,0,0,1,0,0,07/05/2023,w
SFN202307050,Tommy Milone,SEA,1,4,2,1,4,0,0,07/05/2023,l
SFN202307050,Ty Adcock,SEA,2,1,0,0,0,0,0,07/05/2023,l
SFN202307050,Justin Topa,SEA,3,2,0,0,0,1,0,07/05/2023,l
SFN202307050,Tayler Saucedo,SEA,4,0,0,0,0,0,0,07/05/2023,l
SFN202307050,Matt Festa,SEA,5,1,0,0,0,0,0,07/05/2023,l
SFN202307050,Alex Cobb,SFN,1,6,0,0,0,0,0,07/05/2023,w
SFN202307050,Taylor Rogers,SFN,2,0,0,0,0,0,0,07/05/2023,w
SFN202307050,Tyler Rogers,SFN,3,1,0,0,0,0,0,07/05/2023,w
SFN202307050,Camilo Doval,SFN,4,0,0,0,0,0,0,07/05/2023,w
TBA202307050,Taijuan Walker,PHI,1,5,4,4,5,0,0,07/05/2023,w
TBA202307050,Gregory Soto,PHI,2,1,0,0,0,0,1,07/05/2023,w
TBA202307050,Jeff Hoffman,PHI,3,1,0,0,0,0,0,07/05/2023,w
TBA202307050,Zack Littell,TBA,1,4,2,2,0,0,0,07/05/2023,l
TBA202307050,Yonny Chirinos,TBA,2,8,3,3,0,0,0,07/05/2023,l
TBA202307050,Jake Diekman,TBA,3,0,0,0,1,0,0,07/05/2023,l
TBA202307050,Robert Stephenson,TBA,4,1,1,1,0,0,0,07/05/2023,l
TBA202307050,Luis Patino,TBA,5,3,2,2,2,0,0,07/05/2023,l
TBA202307050,Colin Poche,TBA,6,1,0,0,0,0,0,07/05/2023,l
WAS202307050,Graham Ashcraft,CIN,1,7,1,1,3,1,1,07/05/2023,w
WAS202307050,Derek Law,CIN,2,2,1,1,0,0,0,07/05/2023,w
WAS202307050,Alex Young,CIN,3,1,0,0,0,0,0,07/05/2023,w
WAS202307050,Fernando Cruz,CIN,4,0,0,0,1,0,0,07/05/2023,w
WAS202307050,Josiah Gray,WAS,1,8,5,3,4,1,0,07/05/2023,l
WAS202307050,Amos Willingham,WAS,2,1,0,0,0,0,0,07/05/2023,l
WAS202307050,Joe La Sorsa,WAS,3,6,4,4,2,1,0,07/05/2023,l
WAS202307050,Jordan Weems,WAS,4,1,0,0,2,0,0,07/05/2023,l
ARI202307060,Carlos Carrasco,NYN,1,3,0,0,1,0,0,07/06/2023,w
ARI202307060,Trevor Gott,NYN,2,1,0,0,0,0,0,07/06/2023,w
ARI202307060,Ryne Nelson,ARI,1,9,7,7,0,0,0,07/06/2023,l
ARI202307060,Drey Jameson,ARI,2,5,2,2,1,1,0,07/06/2023,l
ARI202307060,Jose Ruiz,ARI,3,1,0,0,1,1,1,07/06/2023,l
ARI202307060,Austin Adams,ARI,4,1,0,0,0,0,0,07/06/2023,l
ARI202307060,Carson Kelly,ARI,5,1,0,0,1,0,0,07/06/2023,l
BOS202307060,Nathan Eovaldi,TEX,1,5,4,4,4,0,0,07/06/2023,l
BOS202307060,Brock Burke,TEX,2,1,0,0,0,1,0,07/06/2023,l
BOS202307060,Josh Sborz,TEX,3,1,3,3,2,0,0,07/06/2023,l
BOS202307060,Grant Anderson,TEX,4,3,3,3,0,0,0,07/06/2023,l
BOS202307060,John King,TEX,5,3,0,0,0,0,0,07/06/2023,l
BOS202307060,Jose Leclerc,TEX,6,0,0,0,0,0,0,07/06/2023,l
BOS202307060,Kutter Crawford,BOS,1,7,3,3,1,0,0,07/06/2023,w
BOS202307060,Joe Jacques,BOS,2,2,2,2,1,0,0,07/06/2023,w
BOS202307060,Brandon Walter,BOS,3,2,0,0,0,0,0,07/06/2023,w
BOS202307060,Josh Winckowski,BOS,4,0,0,0,1,0,0,07/06/2023,w
BOS202307060,Justin Garza,BOS,5,1,1,1,1,0,0,07/06/2023,w
BOS202307060,Chris Martin,BOS,6,0,0,0,0,0,0,07/06/2023,w
CHA202307061,Jose Berrios,TOR,1,1,0,0,1,0,0,07/06/2023,w
CHA202307061,Trevor Richards,TOR,2,1,0,0,0,0,0,07/06/2023,w
CHA202307061,Jordan Romano,TOR,3,0,0,0,1,0,0,07/06/2023,w
CHA202307061,Thomas Hatch,TOR,4,2,2,1,1,0,0,07/06/2023,w
CHA202307061,Yimi Garcia,TOR,5,0,0,0,0,0,0,07/06/2023,w
CHA202307061,Lance Lynn,CHA,1,1,0,0,1,1,0,07/06/2023,l
CHA202307061,Gregory Santos,CHA,2,0,0,0,0,0,0,07/06/2023,l
CHA202307061,Kendall Graveman,CHA,3,0,0,0,0,0,0,07/06/2023,l
CHA202307061,Reynaldo Lopez,CHA,4,0,0,0,1,0,0,07/06/2023,l
CHA202307061,Aaron Bummer,CHA,5,5,6,5,0,0,0,07/06/2023,l
CHA202307061,Bryan Shaw,CHA,6,2,0,0,0,0,0,07/06/2023,l
CHA202307062,Yusei Kikuchi,TOR,1,8,4,4,0,0,0,07/06/2023,w
CHA202307062,Jay Jackson,TOR,2,0,0,0,0,0,0,07/06/2023,w
CHA202307062,Tim Mayza,TOR,3,0,0,0,0,0,0,07/06/2023,w
CHA202307062,Nate Pearson,TOR,4,1,0,0,0,0,1,07/06/2023,w
CHA202307062,Jesse Scholtens,CHA,1,11,3,3,0,0,0,07/06/2023,l
CHA202307062,Bryan Shaw,CHA,2,1,1,1,0,0,0,07/06/2023,l
CHA202307062,Nicholas Padilla,CHA,3,2,1,1,0,0,0,07/06/2023,l
CHA202307062,Jimmy Lambert,CHA,4,2,0,0,0,0,0,07/06/2023,l
CLE202307060,Jordan Lyles,KCA,1,6,1,1,0,0,0,07/06/2023,l
CLE202307060,Amir Garrett,KCA,2,2,4,2,1,0,0,07/06/2023,l
CLE202307060,Collin Snider,KCA,3,1,0,0,0,0,0,07/06/2023,l
CLE202307060,Jose Cuas,KCA,4,0,0,0,0,0,0,07/06/2023,l
CLE202307060,Scott Barlow,KCA,5,2,1,1,1,0,1,07/06/2023,l
CLE202307060,Tanner Bibee,CLE,1,4,1,1,4,0,0,07/06/2023,w
CLE202307060,Eli Morgan,CLE,2,1,0,0,0,0,0,07/06/2023,w
CLE202307060,Enyel De Los Santos,CLE,3,1,0,0,1,0,0,07/06/2023,w
CLE202307060,Trevor Stephan,CLE,4,0,0,0,0,0,0,07/06/2023,w
CLE202307060,Nick Sandlin,CLE,5,0,0,0,0,0,0,07/06/2023,w
DET202307060,Hogan Harris,OAK,1,8,7,7,4,0,0,07/06/2023,l
DET202307060,Rico Garcia,OAK,2,4,2,2,0,0,0,07/06/2023,l
DET202307060,Richard Lovelady,OAK,3,0,0,0,0,0,0,07/06/2023,l
DET202307060,Jace Peterson,OAK,4,1,0,0,1,0,0,07/06/2023,l
DET202307060,Michael Lorenzen,DET,1,3,0,0,0,0,0,07/06/2023,w
DET202307060,Tyler Holton,DET,2,0,0,0,0,0,0,07/06/2023,w
DET202307060,Brendan White,DET,3,1,0,0,0,0,0,07/06/2023,w
DET202307060,Chasen Shreve,DET,4,0,0,0,0,0,0,07/06/2023,w
HOU202307060,George Kirby,SEA,1,6,1,1,1,0,0,07/06/2023,w
HOU202307060,Matt Brash,SEA,2,0,0,0,0,0,0,07/06/2023,w
HOU202307060,Andres Munoz,SEA,3,1,0,0,0,0,0,07/06/2023,w
HOU202307060,Justin Topa,SEA,4,0,0,0,0,0,0,07/06/2023,w
HOU202307060,Ronel Blanco,HOU,1,3,3,3,2,1,0,07/06/2023,l
HOU202307060,Seth Martinez,HOU,2,2,1,1,1,0,0,07/06/2023,l
HOU202307060,Rafael Montero,HOU,3,1,1,1,1,0,0,07/06/2023,l
LAN202307060,Johan Oviedo,PIT,1,6,5,5,2,0,0,07/06/2023,l
LAN202307060,Angel Perdomo,PIT,2,1,0,0,0,0,0,07/06/2023,l
LAN202307060,Yerry De Los Santos,PIT,3,0,0,0,0,0,0,07/06/2023,l
LAN202307060,Julio Urias,LAN,1,3,2,2,1,0,0,07/06/2023,w
LAN202307060,Nick Robertson,LAN,2,0,0,0,0,0,0,07/06/2023,w
LAN202307060,Brusdar Graterol,LAN,3,1,0,0,0,0,0,07/06/2023,w
LAN202307060,Alex Vesia,LAN,4,0,0,0,0,0,0,07/06/2023,w
MIA202307060,Jack Flaherty,SLN,1,9,0,0,2,0,1,07/06/2023,w
MIA202307060,Chris Stratton,SLN,2,0,0,0,0,0,0,07/06/2023,w
MIA202307060,Giovanny Gallegos,SLN,3,0,0,0,0,0,0,07/06/2023,w
MIA202307060,Jordan Hicks,SLN,4,0,0,0,0,0,0,07/06/2023,w
MIA202307060,Eury Perez,MIA,1,3,1,1,2,1,0,07/06/2023,l
MIA202307060,Dylan Floro,MIA,2,2,1,1,0,0,0,07/06/2023,l
MIA202307060,George Soriano,MIA,3,2,1,1,1,0,0,07/06/2023,l
MIA202307060,Jeff Lindgren,MIA,4,0,0,0,1,0,0,07/06/2023,l
MIL202307060,Marcus Stroman,CHN,1,4,4,4,4,0,1,07/06/2023,l
MIL202307060,Daniel Palencia,CHN,2,1,0,0,1,0,0,07/06/2023,l
MIL202307060,Mark Leiter,CHN,3,0,1,0,2,0,0,07/06/2023,l
MIL202307060,Michael Fulmer,CHN,4,1,1,1,0,0,0,07/06/2023,l
MIL202307060,Freddy Peralta,MIL,1,4,3,3,3,1,0,07/06/2023,w
MIL202307060,Bryse Wilson,MIL,2,0,0,0,0,0,0,07/06/2023,w
MIL202307060,Elvis Peguero,MIL,3,0,0,0,0,0,0,07/06/2023,w
MIL202307060,J. C. Mejia,MIL,4,3,2,2,0,0,0,07/06/2023,w
MIL202307060,Joel Payamps,MIL,5,1,0,0,0,0,0,07/06/2023,w
NYA202307060,Kyle Bradish,BAL,1,3,0,0,2,0,0,07/06/2023,w
NYA202307060,Nick Vespi,BAL,2,2,0,0,0,0,0,07/06/2023,w
NYA202307060,Eduard Bazardo,BAL,3,2,1,1,0,0,0,07/06/2023,w
NYA202307060,Luis Severino,NYA,1,10,7,7,1,0,0,07/06/2023,l
NYA202307060,Albert Abreu,NYA,2,4,6,6,3,1,0,07/06/2023,l
NYA202307060,Deivi Garcia,NYA,3,2,0,0,3,0,0,07/06/2023,l
NYA202307060,Ron Marinaccio,NYA,4,1,0,0,0,0,0,07/06/2023,l
NYA202307060,Wandy Peralta,NYA,5,2,1,1,1,1,1,07/06/2023,l
NYA202307060,Isiah Kiner-Falefa,NYA,6,1,0,0,0,0,0,07/06/2023,l
TBA202307060,Cristopher Sanchez,PHI,1,4,1,1,0,0,0,07/06/2023,w
TBA202307060,Yunior Marte,PHI,2,0,0,0,0,0,0,07/06/2023,w
TBA202307060,Jose Alvarado,PHI,3,0,0,0,2,0,0,07/06/2023,w
TBA202307060,Craig Kimbrel,PHI,4,0,0,0,0,0,0,07/06/2023,w
TBA202307060,Matt Strahm,PHI,5,0,0,0,1,0,0,07/06/2023,w
TBA202307060,Shawn Armstrong,TBA,1,3,0,0,0,0,0,07/06/2023,l
TBA202307060,Robert Stephenson,TBA,2,0,0,0,0,0,0,07/06/2023,l
TBA202307060,Jake Diekman,TBA,3,1,1,1,0,0,0,07/06/2023,l
TBA202307060,Kevin Kelly,TBA,4,0,0,0,0,0,0,07/06/2023,l
TBA202307060,Jason Adam,TBA,5,0,0,0,0,0,0,07/06/2023,l
TBA202307060,Pete Fairbanks,TBA,6,0,0,0,0,0,0,07/06/2023,l
TBA202307060,Colin Poche,TBA,7,0,0,0,0,0,0,07/06/2023,l
TBA202307060,Ryan Thompson,TBA,8,2,2,1,0,1,0,07/06/2023,l
WAS202307060,Brandon Williamson,CIN,1,1,0,0,1,0,0,07/06/2023,w
WAS202307060,Buck Farmer,CIN,2,2,2,2,1,0,0,07/06/2023,w
WAS202307060,Ian Gibaut,CIN,3,2,0,0,0,0,0,07/06/2023,w
WAS202307060,Daniel Duarte,CIN,4,1,1,1,0,0,0,07/06/2023,w
WAS202307060,Lucas Sims,CIN,5,0,0,0,0,0,0,07/06/2023,w
WAS202307060,Tony Santillan,CIN,6,1,0,0,0,0,0,07/06/2023,w
WAS202307060,Alexis Diaz,CIN,7,1,1,0,0,1,1,07/06/2023,w
WAS202307060,MacKenzie Gore,WAS,1,1,0,0,0,0,0,07/06/2023,l
WAS202307060,Mason Thompson,WAS,2,1,1,1,1,0,0,07/06/2023,l
WAS202307060,Jordan Weems,WAS,3,0,1,1,1,1,0,07/06/2023,l
WAS202307060,Jose Ferrer,WAS,4,1,0,0,0,0,0,07/06/2023,l
WAS202307060,Kyle Finnegan,WAS,5,2,1,1,0,0,0,07/06/2023,l
WAS202307060,Hunter Harvey,WAS,6,1,2,1,0,0,0,07/06/2023,l
WAS202307060,Cory Abbott,WAS,7,0,0,0,1,0,0,07/06/2023,l
ARI202307070,Rich Hill,PIT,1,7,5,5,4,0,0,07/07/2023,l
ARI202307070,Yohan Ramirez,PIT,2,4,2,2,1,0,0,07/07/2023,l
ARI202307070,Dauri Moreta,PIT,3,1,0,0,1,0,0,07/07/2023,l
ARI202307070,Zac Gallen,ARI,1,4,1,1,0,0,0,07/07/2023,w
ARI202307070,Justin Martinez,ARI,2,1,2,2,2,1,0,07/07/2023,w
ARI202307070,Miguel Castro,ARI,3,1,0,0,0,0,0,07/07/2023,w
BOS202307070,Sam Long,OAK,1,3,3,3,1,0,0,07/07/2023,l
BOS202307070,Luis Medina,OAK,2,7,4,4,1,0,1,07/07/2023,l
BOS202307070,Angel Felipe,OAK,3,0,0,0,0,0,0,07/07/2023,l
BOS202307070,Brennan Bernardino,BOS,1,1,0,0,1,0,0,07/07/2023,w
BOS202307070,Nick Pivetta,BOS,2,4,3,2,1,0,0,07/07/2023,w
BOS202307070,Joe Jacques,BOS,3,2,0,0,0,0,0,07/07/2023,w
CHA202307070,Jordan Montgomery,SLN,1,3,1,1,1,0,0,07/07/2023,l
CHA202307070,JoJo Romero,SLN,2,2,3,2,0,0,0,07/07/2023,l
CHA202307070,Andre Pallante,SLN,3,2,2,2,0,1,0,07/07/2023,l
CHA202307070,Kyle Leahy,SLN,4,2,2,2,2,0,0,07/07/2023,l
CHA202307070,Chris Stratton,SLN,5,0,0,0,1,0,0,07/07/2023,l
CHA202307070,Dylan Cease,CHA,1,11,5,5,0,0,2,07/07/2023,w
CHA202307070,Keynan Middleton,CHA,2,2,2,2,0,0,0,07/07/2023,w
CHA202307070,Gregory Santos,CHA,3,2,0,0,0,0,0,07/07/2023,w
CHA202307070,Kendall Graveman,CHA,4,1,0,0,1,0,0,07/07/2023,w
CLE202307070,Daniel Lynch,KCA,1,6,3,3,1,0,0,07/07/2023,l
CLE202307070,Carlos Hernandez,KCA,2,0,0,0,0,0,0,07/07/2023,l
CLE202307070,Jonathan Heasley,KCA,3,0,0,0,0,0,0,07/07/2023,l
CLE202307070,Aaron Civale,CLE,1,2,0,0,0,0,1,07/07/2023,w
CLE202307070,Trevor Stephan,CLE,2,0,0,0,0,0,0,07/07/2023,w
CLE202307070,Emmanuel Clase,CLE,3,0,0,0,1,0,0,07/07/2023,w
DET202307070,Alek Manoah,TOR,1,5,1,1,0,0,0,07/07/2023,w
DET202307070,Mitch White,TOR,2,2,1,1,1,0,0,07/07/2023,w
DET202307070,Bowden Francis,TOR,3,0,0,0,0,0,0,07/07/2023,w
DET202307070,Alex Faedo,DET,1,6,7,7,2,0,1,07/07/2023,l
DET202307070,Mason Englert,DET,2,2,0,0,1,1,0,07/07/2023,l
DET202307070,Brendan White,DET,3,0,0,0,0,0,0,07/07/2023,l
DET202307070,Chasen Shreve,DET,4,1,0,0,0,0,0,07/07/2023,l
DET202307070,Jose Cisnero,DET,5,3,5,5,2,0,1,07/07/2023,l
DET202307070,Zack Short,DET,6,2,0,0,0,1,0,07/07/2023,l
HOU202307070,Luis Castillo,SEA,1,5,1,0,0,0,0,07/07/2023,w
HOU202307070,Isaiah Campbell,SEA,2,0,0,0,0,0,0,07/07/2023,w
HOU202307070,Tayler Saucedo,SEA,3,0,0,0,0,0,0,07/07/2023,w
HOU202307070,Hunter Brown,HOU,1,8,5,5,3,0,0,07/07/2023,l
HOU202307070,Phil Maton,HOU,2,2,4,4,2,1,0,07/07/2023,l
HOU202307070,Ryne Stanek,HOU,3,1,0,0,2,0,0,07/07/2023,l
HOU202307070,Seth Martinez,HOU,4,0,0,0,0,0,0,07/07/2023,l
HOU202307070,Hector Neris,HOU,5,1,0,0,0,0,0,07/07/2023,l
HOU202307070,Bligh Madris,HOU,6,1,1,1,1,0,0,07/07/2023,l
LAN202307070,Griffin Canning,ANA,1,5,4,4,1,0,0,07/07/2023,l
LAN202307070,Tyler Anderson,ANA,2,4,3,3,2,0,0,07/07/2023,l
LAN202307070,Aaron Loup,ANA,3,2,4,4,2,0,0,07/07/2023,l
LAN202307070,Tony Gonsolin,LAN,1,7,4,4,1,0,0,07/07/2023,w
LAN202307070,Alex Vesia,LAN,2,0,0,0,0,0,0,07/07/2023,w
LAN202307070,Brusdar Graterol,LAN,3,1,0,0,0,0,0,07/07/2023,w
LAN202307070,Ryan Brasier,LAN,4,0,0,0,1,0,1,07/07/2023,w
MIA202307070,Zack Wheeler,PHI,1,7,3,3,0,0,0,07/07/2023,w
MIA202307070,Jeff Hoffman,PHI,2,1,0,0,0,0,0,07/07/2023,w
MIA202307070,Craig Kimbrel,PHI,3,1,0,0,0,0,0,07/07/2023,w
MIA202307070,Sandy Alcantara,MIA,1,8,1,1,0,0,0,07/07/2023,l
MIA202307070,Tanner Scott,MIA,2,0,0,0,0,0,0,07/07/2023,l
MIA202307070,A. J. Puk,MIA,3,3,3,3,0,0,1,07/07/2023,l
MIL202307070,Andrew Abbott,CIN,1,9,6,6,1,0,0,07/07/2023,l
MIL202307070,Derek Law,CIN,2,3,0,0,0,0,0,07/07/2023,l
MIL202307070,Fernando Cruz,CIN,3,0,1,1,3,0,0,07/07/2023,l
MIL202307070,Alex Young,CIN,4,1,0,0,1,0,0,07/07/2023,l
MIL202307070,Tony Santillan,CIN,5,1,0,0,2,0,0,07/07/2023,l
MIL202307070,Corbin Burnes,MIL,1,3,2,2,4,0,0,07/07/2023,w
MIL202307070,Hoby Milner,MIL,2,0,0,0,0,0,0,07/07/2023,w
MIL202307070,Tyson Miller,MIL,3,1,1,1,2,0,0,07/07/2023,w
MIL202307070,Devin Williams,MIL,4,0,0,0,1,0,0,07/07/2023,w
MIN202307070,Cole Irvin,BAL,1,3,1,1,0,0,0,07/07/2023,w
MIN202307070,Mike Baumann,BAL,2,1,0,0,1,0,0,07/07/2023,w
MIN202307070,Danny Coulombe,BAL,3,0,0,0,0,0,0,07/07/2023,w
MIN202307070,Yennier Cano,BAL,4,1,0,0,0,0,0,07/07/2023,w
MIN202307070,Felix Bautista,BAL,5,0,0,0,1,0,0,07/07/2023,w
MIN202307070,Bailey Ober,MIN,1,4,1,1,3,0,0,07/07/2023,l
MIN202307070,Griffin Jax,MIN,2,0,0,0,0,0,0,07/07/2023,l
MIN202307070,Jovani Moran,MIN,3,0,0,0,1,0,0,07/07/2023,l
MIN202307070,Jhoan Duran,MIN,4,1,2,1,0,0,0,07/07/2023,l
MIN202307070,Emilio Pagan,MIN,5,0,0,0,0,0,0,07/07/2023,l
NYA202307070,Jameson Taillon,CHN,1,1,0,0,2,0,0,07/07/2023,w
NYA202307070,Adbert Alzolay,CHN,2,1,0,0,0,0,0,07/07/2023,w
NYA202307070,Carlos Rodon,NYA,1,4,2,2,2,0,1,07/07/2023,l
NYA202307070,Ian Hamilton,NYA,2,0,0,0,1,0,0,07/07/2023,l
NYA202307070,Ron Marinaccio,NYA,3,2,1,1,0,0,0,07/07/2023,l
NYA202307070,Tommy Kahnle,NYA,4,1,0,0,0,0,1,07/07/2023,l
NYA202307070,Clay Holmes,NYA,5,0,0,0,1,0,0,07/07/2023,l
SDN202307070,Justin Verlander,NYN,1,5,3,2,3,0,1,07/07/2023,w
SDN202307070,Brooks Raley,NYN,2,2,0,0,0,0,0,07/07/2023,w
SDN202307070,Adam Ottavino,NYN,3,0,0,0,1,0,0,07/07/2023,w
SDN202307070,Drew Smith,NYN,4,1,0,0,0,0,0,07/07/2023,w
SDN202307070,David Robertson,NYN,5,1,2,1,0,0,0,07/07/2023,w
SDN202307070,Yu Darvish,SDN,1,7,3,3,3,1,0,07/07/2023,l
SDN202307070,Adrian Morejon,SDN,2,1,0,0,0,0,0,07/07/2023,l
SDN202307070,Luis Garcia,SDN,3,0,0,0,1,0,0,07/07/2023,l
SDN202307070,Tim Hill,SDN,4,1,0,0,0,0,0,07/07/2023,l
SDN202307070,Nick Martinez,SDN,5,1,0,0,2,0,0,07/07/2023,l
SDN202307070,Tom Cosgrove,SDN,6,2,3,2,0,0,0,07/07/2023,l
SDN202307070,Brent Honeywell,SDN,7,1,1,1,0,1,2,07/07/2023,l
SFN202307070,Austin Gomber,COL,1,5,2,2,0,1,0,07/07/2023,w
SFN202307070,Jake Bird,COL,2,0,0,0,0,0,0,07/07/2023,w
SFN202307070,Justin Lawrence,COL,3,0,0,0,0,0,0,07/07/2023,w
SFN202307070,Daniel Bard,COL,4,0,0,0,0,0,0,07/07/2023,w
SFN202307070,Ross Stripling,SFN,1,4,2,2,0,0,0,07/07/2023,l
SFN202307070,Scott Alexander,SFN,2,1,0,0,0,0,0,07/07/2023,l
SFN202307070,Tristan Beck,SFN,3,1,0,0,0,0,0,07/07/2023,l
SFN202307070,Taylor Rogers,SFN,4,0,2,2,2,0,0,07/07/2023,l
SFN202307070,Tyler Rogers,SFN,5,1,1,1,0,0,0,07/07/2023,l
SFN202307070,Mauricio Llovera,SFN,6,2,0,0,0,0,0,07/07/2023,l
TBA202307070,Charlie Morton,ATL,1,4,1,1,2,0,0,07/07/2023,w
TBA202307070,A. J. Minter,ATL,2,0,0,0,0,0,0,07/07/2023,w
TBA202307070,Nick Anderson,ATL,3,1,0,0,1,0,0,07/07/2023,w
TBA202307070,Raisel Iglesias,ATL,4,1,0,0,0,0,0,07/07/2023,w
TBA202307070,Tyler Glasnow,TBA,1,2,2,1,1,0,1,07/07/2023,l
TBA202307070,Elvin Rodriguez,TBA,2,0,0,0,0,0,0,07/07/2023,l
WAS202307070,Cody Bradford,TEX,1,5,1,1,1,0,0,07/07/2023,w
WAS202307070,Glenn Otto,TEX,2,1,1,1,1,0,0,07/07/2023,w
WAS202307070,Aroldis Chapman,TEX,3,0,0,0,0,0,0,07/07/2023,w
WAS202307070,Will Smith,TEX,4,0,0,0,0,0,0,07/07/2023,w
WAS202307070,Trevor Williams,WAS,1,7,4,4,3,0,0,07/07/2023,l
