gid,daynight,attendance,precip,sky,temp,winddir,windspeed
PIT202305080,night,9596,none,overcast,71,torf,6
SEA202305080,night,15282,none,cloudy,61,tolf,4
SFN202305080,night,20502,none,cloudy,57,tocf,16
ANA202305090,night,29018,none,cloudy,63,tocf,9
ARI202305090,night,13608,none,cloudy,91,fromlf,4
ATL202305090,night,36805,none,cloudy,77,rtol,10
BAL202305090,night,10017,none,cloudy,65,fromrf,3
CHN202305090,night,32693,none,cloudy,59,fromlf,6
CIN202305090,night,14065,none,sunny,73,unknown,10
CLE202305090,night,13096,none,sunny,60,unknown,0
KCA202305090,night,11258,none,cloudy,69,rtol,25
MIL202305090,night,23874,none,dome,67,unknown,0
MIN202305090,night,16882,none,overcast,66,fromcf,7
NYA202305090,night,33569,none,cloudy,62,rtol,7
PHI202305090,night,44544,none,sunny,70,torf,3
PIT202305090,night,11916,none,sunny,72,tolf,12
SEA202305090,night,17638,none,sunny,61,torf,2
SFN202305090,night,22028,none,cloudy,57,tocf,17
ANA202305100,day,20420,none,cloudy,69,tolf,8
ARI202305100,day,10482,none,dome,72,unknown,0
ATL202305100,night,40270,none,cloudy,81,ltor,6
BAL202305100,night,14395,none,cloudy,72,tolf,6
CHN202305100,night,36413,none,sunny,65,fromrf,9
CIN202305100,night,14515,none,sunny,76,fromlf,7
CLE202305100,day,16128,none,sunny,62,fromcf,8
KCA202305100,night,12187,none,cloudy,81,rtol,7
MIL202305100,day,30112,none,cloudy,71,fromlf,7
MIN202305100,night,18467,none,cloudy,77,ltor,8
NYA202305100,day,40687,none,sunny,65,torf,5
PHI202305100,day,31758,none,sunny,72,tocf,6
PIT202305100,day,13491,snow,overcast,66,fromcf,8
SEA202305100,day,22480,none,sunny,56,ltor,3
SFN202305100,day,21283,none,cloudy,57,tocf,15
ARI202305110,night,15582,none,sunny,88,torf,4
CIN202305110,day,14855,none,cloudy,76,fromcf,6
KCA202305110,day,20321,rain,overcast,67,rtol,11
MIN202305110,day,23365,none,cloudy,71,rtol,7
NYA202305110,night,37686,none,sunny,78,rtol,10
OAK202305110,night,2949,none,sunny,60,torf,11
ARI202305120,night,19266,none,sunny,93,rtol,4
BAL202305120,night,25682,none,cloudy,82,fromlf,7
BOS202305120,night,34553,none,sunny,82,unknown,4
CHA202305120,night,18673,none,overcast,58,torf,7
CLE202305120,night,22550,none,overcast,70,fromrf,1
COL202305120,night,32038,none,overcast,59,fromcf,11
DET202305120,night,22116,none,overcast,75,fromlf,5
LAN202305120,night,49399,none,sunny,64,torf,6
MIA202305120,night,13938,none,cloudy,83,fromlf,13
MIL202305120,night,24900,none,dome,70,unknown,0
MIN202305120,night,30037,none,overcast,69,fromcf,9
NYA202305120,night,46130,none,sunny,82,rtol,9
OAK202305120,night,6575,none,sunny,65,torf,16
TOR202305120,night,35047,none,cloudy,72,ltor,5
WAS202305120,night,31904,none,cloudy,81,tocf,6
ARI202305130,night,25147,none,dome,78,unknown,0
BAL202305130,night,21926,none,overcast,67,torf,5
BOS202305130,day,35935,none,sunny,80,ltor,6
CHA202305130,night,23242,none,cloudy,59,ltor,11
CLE202305130,night,27644,none,cloudy,65,fromcf,3
COL202305130,night,34006,none,overcast,57,rtol,7
DET202305130,day,23511,none,cloudy,73,ltor,7
LAN202305130,day,51334,none,sunny,72,ltor,6
MIA202305130,day,11170,none,dome,72,unknown,0
MIL202305130,night,35766,none,dome,68,unknown,0
MIN202305130,day,32270,none,overcast,63,fromrf,9
NYA202305130,day,44714,none,overcast,77,ltor,4
OAK202305130,day,8230,none,sunny,74,torf,7
TOR202305130,day,41341,none,sunny,64,rtol,7
WAS202305130,day,24336,none,cloudy,67,fromlf,5
ARI202305140,day,26267,none,dome,74,unknown,0
BAL202305140,day,36403,none,cloudy,75,ltor,4
BOS202305140,night,27732,none,sunny,66,ltor,4
CHA202305140,day,18347,none,overcast,58,torf,12
CLE202305140,day,23175,none,cloudy,64,fromrf,11
COL202305140,day,30325,none,cloudy,55,rtol,8
DET202305140,day,20160,none,cloudy,66,ltor,10
LAN202305140,day,46201,none,sunny,74,ltor,3
MIA202305140,day,11216,none,dome,72,unknown,0
MIL202305140,day,33188,none,dome,65,unknown,0
MIN202305140,day,33419,none,cloudy,60,fromlf,10
NYA202305140,day,42116,none,sunny,68,torf,7
OAK202305140,day,7793,none,sunny,71,torf,6
TOR202305140,day,40895,none,sunny,53,rtol,11
WAS202305140,day,21507,none,sunny,79,fromlf,3
BAL202305150,night,20148,none,sunny,74,torf,7
BOS202305150,night,31744,none,sunny,72,torf,12
COL202305150,night,20259,none,cloudy,63,unknown,0
HOU202305150,night,35413,none,dome,73,unknown,0
LAN202305150,night,49749,none,cloudy,65,tocf,5
OAK202305150,night,2064,none,sunny,63,torf,13
SDN202305150,night,43828,none,cloudy,63,ltor,6
SFN202305150,night,23819,none,sunny,60,tocf,13
SLN202305150,night,34548,none,overcast,74,fromlf,8
TEX202305150,night,26791,none,dome,74,unknown,0
TOR202305150,night,28810,none,sunny,72,ltor,16
WAS202305150,day,15220,none,sunny,76,torf,6
BAL202305160,night,13244,none,cloudy,77,fromrf,10
BOS202305160,night,31476,none,sunny,77,torf,7
CHA202305160,night,18459,none,cloudy,61,ltor,15
COL202305160,night,20611,none,cloudy,73,fromlf,10
DET202305160,night,16484,none,overcast,78,tolf,15
HOU202305160,night,34280,none,dome,73,unknown,0
LAN202305160,night,52159,none,sunny,63,ltor,7
MIA202305160,night,8811,none,dome,72,unknown,0
NYN202305160,night,28296,none,cloudy,78,tocf,5
OAK202305160,night,3261,none,sunny,70,torf,7
SDN202305160,night,36060,none,sunny,65,ltor,9
SFN202305160,night,24304,none,sunny,64,tocf,15
SLN202305160,night,34655,none,overcast,69,ltor,8
TEX202305160,night,23246,none,dome,74,unknown,0
TOR202305160,night,35112,none,dome,68,unknown,0
BAL202305170,night,15702,none,sunny,67,fromlf,13
BOS202305170,night,32209,none,sunny,53,torf,18
CHA202305170,night,12241,none,cloudy,50,ltor,9
COL202305170,day,22654,none,cloudy,77,unknown,0
DET202305170,day,14542,none,sunny,53,ltor,11
HOU202305170,night,35749,none,dome,73,unknown,0
LAN202305170,day,36434,none,sunny,69,tocf,6
MIA202305170,night,8451,none,dome,72,unknown,0
NYN202305170,night,29695,none,sunny,60,fromlf,11
OAK202305170,day,4159,none,sunny,68,torf,5
SDN202305170,day,32416,none,cloudy,62,ltor,7
SFN202305170,day,25303,none,sunny,60,unknown,12
SLN202305170,night,35433,none,cloudy,78,fromlf,4
TEX202305170,night,30035,none,dome,74,unknown,0
TOR202305170,night,27431,none,dome,68,unknown,0
BAL202305180,day,27778,none,sunny,67,tocf,8
CHA202305180,day,11900,none,cloudy,62,fromcf,5
MIA202305180,day,7752,none,dome,72,unknown,0
NYN202305180,day,29946,none,sunny,58,tolf,8
SLN202305180,night,36982,none,cloudy,81,tolf,5
TOR202305180,night,33290,none,dome,68,unknown,0
ANA202305190,night,31079,none,cloudy,66,torf,7
ATL202305190,night,40412,none,cloudy,74,ltor,6
CHA202305190,night,20329,none,cloudy,61,torf,5
CIN202305190,night,35177,none,cloudy,77,unknown,13
HOU202305190,night,34931,none,dome,73,unknown,0
NYN202305190,night,35010,none,sunny,62,tolf,6
PHI202305190,night,42110,none,cloudy,69,fromlf,11
PIT202305190,night,25903,none,cloudy,74,tolf,9
SDN202305190,night,41530,none,cloudy,62,ltor,8
SFN202305190,night,30673,none,cloudy,57,tocf,16
SLN202305190,night,44774,none,overcast,67,torf,11
TBA202305190,night,18961,none,dome,72,unknown,0
TEX202305190,night,30819,none,dome,74,unknown,0
TOR202305190,night,32485,none,dome,68,unknown,0
WAS202305190,night,19985,none,cloudy,72,tolf,4
ANA202305200,night,35688,none,cloudy,67,rtol,10
ATL202305200,night,40250,none,cloudy,75,torf,6
CHA202305200,day,23984,none,sunny,59,ltor,10
CIN202305200,day,41374,none,sunny,71,tocf,12
HOU202305200,day,35475,none,dome,73,unknown,0
PHI202305200,day,42508,none,cloudy,69,tocf,2
PIT202305200,day,22876,none,overcast,62,unknown,7
SDN202305200,night,40215,none,overcast,63,unknown,7
SFN202305200,day,31993,none,cloudy,58,tocf,17
SLN202305200,night,45177,none,sunny,72,fromlf,9
TBA202305200,day,19954,none,dome,72,unknown,0
TEX202305200,day,34443,none,dome,74,unknown,0
TOR202305200,day,41611,none,overcast,59,ltor,11
WAS202305200,day,31721,none,cloudy,78,rtol,7
ANA202305210,day,42138,none,cloudy,73,rtol,6
ATL202305210,day,40213,none,cloudy,77,ltor,5
CHA202305210,day,23556,none,sunny,75,ltor,4
CIN202305210,day,33828,none,sunny,68,ltor,3
HOU202305210,day,39820,none,dome,73,unknown,0
NYN202305211,day,39995,none,cloudy,69,ltor,11
NYN202305212,night,29862,none,cloudy,70,fromlf,6
PHI202305210,day,44108,none,cloudy,70,fromlf,11
PIT202305210,day,21418,none,sunny,71,tocf,5
SDN202305210,day,42825,none,cloudy,68,ltor,8
SFN202305210,day,28936,none,sunny,63,tocf,10
SLN202305210,day,44721,none,sunny,75,fromrf,11
TBA202305210,day,20193,none,dome,72,unknown,0
TEX202305210,day,32733,none,cloudy,73,tocf,3
TOR202305210,day,41643,none,sunny,59,tocf,7
WAS202305210,day,20580,none,sunny,72,fromlf,11
ANA202305220,night,25314,none,sunny,68,tocf,4
ATL202305220,night,40205,none,cloudy,65,ltor,7
CIN202305220,night,9194,none,cloudy,77,fromlf,8
CLE202305220,night,13878,none,cloudy,66,fromcf,12
COL202305220,night,20331,none,cloudy,75,unknown,1
KCA202305220,night,14229,none,cloudy,77,rtol,6
MIL202305220,night,22583,none,cloudy,69,fromcf,10
MIN202305220,night,16627,none,sunny,81,rtol,9
PHI202305220,night,34040,none,cloudy,77,rtol,7
PIT202305220,night,10574,none,cloudy,77,tolf,2
SEA202305220,night,15418,none,cloudy,61,tolf,6
TBA202305220,night,8857,none,dome,72,unknown,0
ANA202305230,night,25798,none,overcast,62,torf,4
ATL202305230,night,36731,none,cloudy,70,ltor,8
CHN202305230,night,35958,none,sunny,71,fromrf,8
CIN202305230,night,14159,none,cloudy,80,unknown,9
CLE202305230,night,14524,none,cloudy,69,fromcf,6
COL202305230,night,19470,none,cloudy,75,rtol,5
KCA202305230,night,13443,none,sunny,80,rtol,6
MIL202305230,night,23062,none,sunny,73,fromrf,4
MIN202305230,night,20790,none,sunny,83,tolf,4
NYA202305230,night,40652,none,sunny,63,rtol,10
PHI202305230,night,33420,none,sunny,69,fromrf,10
PIT202305230,night,12061,none,cloudy,77,fromcf,8
SEA202305230,night,15646,none,cloudy,62,tolf,2
TBA202305230,night,11906,none,dome,72,unknown,0
WAS202305230,night,21438,none,cloudy,70,rtol,2
ANA202305240,night,26596,none,cloudy,64,rtol,8
ATL202305240,night,37838,none,cloudy,77,torf,5
CHN202305240,night,33636,none,sunny,51,fromcf,17
CIN202305240,night,12626,none,cloudy,80,ltor,8
CLE202305240,day,17767,none,cloudy,67,fromcf,6
COL202305240,night,19546,none,cloudy,67,tocf,3
KCA202305240,night,11898,none,cloudy,76,rtol,6
MIL202305240,day,28262,none,dome,65,unknown,0
MIN202305240,day,23464,none,cloudy,70,fromcf,11
NYA202305240,night,39455,none,overcast,62,fromlf,12
PHI202305240,day,41544,none,sunny,77,tocf,4
PIT202305240,day,18347,none,sunny,70,tocf,7
SEA202305240,night,14899,none,sunny,67,ltor,9
TBA202305240,night,8699,none,dome,72,unknown,0
WAS202305240,night,20388,none,sunny,79,tocf,7
ATL202305250,night,43216,none,cloudy,80,ltor,6
CHN202305250,night,35446,none,sunny,52,fromcf,16
CIN202305250,day,15978,none,cloudy,65,unknown,6
COL202305250,day,20738,none,cloudy,73,tolf,3
DET202305250,night,15003,none,sunny,62,ltor,8
MIL202305250,night,24536,none,dome,65,unknown,0
NYA202305250,night,41520,none,sunny,66,ltor,10
SEA202305250,night,19268,none,sunny,76,torf,2
TBA202305250,day,10736,none,dome,72,unknown,0
WAS202305250,day,17524,none,sunny,70,fromrf,3
ANA202305260,night,32130,none,cloudy,64,tocf,9
ARI202305260,night,25467,none,dome,77,unknown,0
ATL202305260,night,40533,none,sunny,76,ltor,7
BAL202305260,night,20293,none,sunny,73,fromrf,7
CHN202305260,day,31946,none,sunny,59,fromcf,10
CLE202305260,night,31303,none,sunny,63,fromcf,14
COL202305260,night,30288,none,cloudy,63,rtol,9
DET202305260,night,21701,none,sunny,71,ltor,9
KCA202305260,night,15878,none,sunny,79,fromrf,9
MIL202305260,night,30347,none,dome,67,unknown,0
MIN202305260,night,25061,none,sunny,79,rtol,9
NYA202305260,night,46724,none,sunny,72,torf,8
OAK202305260,night,13345,none,cloudy,60,torf,15
SEA202305260,night,32209,none,sunny,77,torf,5
TBA202305260,night,19715,none,dome,72,unknown,0
ANA202305270,night,38131,none,cloudy,66,tocf,6
ARI202305270,day,29142,none,dome,75,unknown,0
ATL202305270,day,42665,none,sunny,75,ltor,9
BAL202305270,day,37939,none,cloudy,78,rtol,9
CHN202305270,night,36372,none,cloudy,64,fromlf,9
CLE202305270,night,32224,none,cloudy,67,rtol,11
COL202305270,night,36874,none,cloudy,68,fromcf,9
DET202305270,day,24685,none,cloudy,72,fromlf,6
KCA202305270,day,19130,none,sunny,78,rtol,6
MIL202305270,day,39269,none,sunny,70,ltor,5
MIN202305270,day,29111,none,sunny,79,tolf,10
NYA202305270,day,46963,none,sunny,72,rtol,6
OAK202305270,day,9293,none,cloudy,62,torf,10
SEA202305270,day,44624,none,cloudy,60,tolf,2
TBA202305270,day,23443,none,dome,72,unknown,0
ANA202305280,day,36345,none,cloudy,68,tocf,4
ARI202305280,day,26051,none,dome,76,unknown,0
ATL202305280,night,43109,none,cloudy,77,tolf,11
BAL202305280,day,25124,none,cloudy,71,torf,3
CHN202305280,day,40551,none,sunny,69,fromrf,11
CLE202305280,day,27398,none,cloudy,71,fromrf,6
COL202305280,day,47471,none,cloudy,76,tolf,5
DET202305280,day,22644,none,sunny,78,fromlf,9
KCA202305280,day,18319,none,sunny,79,rtol,7
MIL202305280,day,34581,none,sunny,74,fromlf,5
MIN202305280,day,31025,none,cloudy,78,rtol,8
NYA202305280,day,47295,none,sunny,76,fromrf,7
OAK202305280,day,8809,none,overcast,59,torf,13
SEA202305280,day,38219,none,cloudy,56,torf,6
TBA202305280,day,21043,none,dome,72,unknown,0
ARI202305290,day,15304,none,dome,75,unknown,0
BAL202305290,day,25249,none,overcast,81,fromrf,3
CHA202305290,night,23599,none,cloudy,74,fromlf,3
CHN202305290,day,38163,none,sunny,71,fromlf,9
DET202305290,day,19021,none,sunny,80,ltor,6
HOU202305290,day,40744,none,dome,73,unknown,0
LAN202305290,night,47067,none,cloudy,66,tocf,6
OAK202305290,night,8556,none,cloudy,65,torf,18
SEA202305290,night,34154,none,sunny,68,fromlf,4
SFN202305290,day,39323,none,cloudy,64,tocf,15
SLN202305290,day,45911,none,cloudy,85,ltor,3
ARI202305300,night,11146,none,sunny,92,torf,7
BAL202305300,night,11709,none,cloudy,73,rtol,9
BOS202305300,night,31642,none,sunny,65,rtol,3
CHA202305300,night,22135,none,sunny,73,fromlf,9
CHN202305300,night,31762,none,cloudy,71,fromcf,4
DET202305300,night,14616,none,sunny,86,fromcf,11
HOU202305300,night,34604,none,dome,73,unknown,0
LAN202305300,night,46571,none,cloudy,64,torf,6
MIA202305300,night,11930,none,dome,72,unknown,0
NYN202305300,night,36236,none,sunny,65,fromrf,7
OAK202305300,night,5116,none,cloudy,60,torf,12
SEA202305300,night,26846,none,sunny,60,ltor,7
SFN202305300,night,24166,none,sunny,60,unknown,17
SLN202305300,night,38406,none,cloudy,88,tolf,7
TOR202305300,night,32930,none,sunny,73,rtol,14
ARI202305310,night,11844,none,cloudy,87,torf,7
BAL202305310,day,11304,none,sunny,79,tolf,6
BOS202305310,night,32593,none,sunny,79,fromcf,2
CHA202305310,day,17015,none,cloudy,84,torf,11
CHN202305310,day,29360,none,sunny,83,rtol,8
DET202305310,day,20968,none,sunny,85,fromcf,8
HOU202305310,night,37127,none,dome,73,unknown,0
LAN202305310,day,36552,none,cloudy,65,unknown,2
MIA202305310,night,11773,none,dome,72,unknown,0
NYN202305310,night,39641,none,sunny,69,tolf,7
OAK202305310,day,6429,none,cloudy,61,torf,12
SEA202305310,night,24596,none,cloudy,60,fromlf,8
SFN202305310,day,23827,none,cloudy,60,unknown,14
TOR202305310,night,42205,none,sunny,75,ltor,4
ARI202306010,day,16492,none,dome,74,unknown,0
BOS202306010,night,31204,none,sunny,85,tolf,4
HOU202306010,night,34037,none,dome,73,unknown,0
MIA202306010,day,8405,none,dome,72,unknown,0
MIN202306010,night,16788,none,cloudy,85,rtol,10
NYN202306010,day,38302,none,sunny,82,tolf,4
TOR202306010,day,42059,none,sunny,75,torf,6
ARI202306020,night,27469,none,sunny,93,unknown,2
CHA202306020,night,20229,none,sunny,76,ltor,10
CIN202306020,night,44073,none,sunny,92,fromlf,8
HOU202306020,night,38692,none,dome,73,unknown,0
KCA202306020,night,23482,none,cloudy,84,rtol,6
LAN202306020,night,52534,none,sunny,67,torf,9
MIA202306020,night,8582,none,dome,72,unknown,0
MIN202306020,night,26818,none,cloudy,83,fromcf,6
NYN202306020,night,42637,none,cloudy,73,rtol,2
PIT202306020,night,24388,none,cloudy,90,fromcf,7
SDN202306020,night,43593,none,cloudy,66,ltor,9
SFN202306020,night,27873,none,sunny,60,unknown,15
TEX202306020,night,31685,none,dome,74,unknown,0
WAS202306020,night,29827,none,cloudy,90,fromrf,7
ARI202306030,night,36529,none,dome,76,unknown,0
BOS202306031,day,31303,drizzle,overcast,52,ltor,8
BOS202306032,night,30784,drizzle,overcast,48,fromlf,16
CHA202306030,day,24674,none,sunny,79,ltor,12
CIN202306030,day,25485,none,cloudy,91,ltor,7
HOU202306030,day,39222,none,dome,73,unknown,0
KCA202306030,day,16492,none,cloudy,89,rtol,6
LAN202306030,day,52975,none,sunny,72,torf,8
MIA202306030,day,10649,none,dome,72,unknown,0
MIN202306030,night,27153,none,sunny,88,fromcf,7
NYN202306030,day,37704,none,cloudy,65,fromrf,5
PIT202306030,day,29161,none,cloudy,90,ltor,8
SDN202306030,night,42655,none,cloudy,65,ltor,9
SFN202306030,night,32416,none,cloudy,62,tocf,15
TEX202306030,day,34435,none,dome,72,unknown,0
WAS202306030,day,30959,none,cloudy,79,fromrf,14
ARI202306040,day,32401,none,dome,77,unknown,0
BOS202306040,day,34192,none,overcast,52,fromcf,11
CHA202306040,day,23372,none,overcast,71,ltor,5
CIN202306040,day,17780,none,cloudy,81,rtol,8
HOU202306040,day,40831,none,dome,73,unknown,0
KCA202306040,day,13128,none,sunny,88,fromrf,8
LAN202306040,day,52816,none,cloudy,72,torf,6
MIA202306040,day,12507,none,dome,72,unknown,0
MIN202306040,day,23629,none,cloudy,85,fromcf,6
NYN202306040,day,42169,none,cloudy,64,fromlf,5
PIT202306040,day,22947,none,cloudy,73,fromcf,9
SDN202306040,day,44811,none,sunny,66,unknown,8
SFN202306040,day,35571,none,sunny,62,tocf,9
TEX202306040,day,36495,none,dome,74,unknown,0
WAS202306040,day,29546,none,cloudy,69,torf,1
BOS202306050,day,30860,none,overcast,58,fromlf,5
CIN202306050,night,13687,none,cloudy,80,unknown,8
MIA202306050,night,7232,none,dome,72,unknown,0
PHI202306050,night,33196,none,cloudy,76,fromlf,11
PIT202306050,night,11566,none,sunny,73,tocf,7
SDN202306050,night,43629,none,cloudy,63,ltor,8
TEX202306050,night,25161,none,dome,74,unknown,0
TOR202306050,night,23982,none,overcast,68,ltor,3
ANA202306060,night,27716,none,cloudy,65,tocf,8
ATL202306060,night,37365,none,cloudy,74,rtol,8
CIN202306060,night,22602,none,cloudy,81,fromcf,13
CLE202306060,night,21471,none,cloudy,68,ltor,8
COL202306060,night,29190,none,cloudy,73,tocf,1
MIA202306060,night,7342,none,dome,72,unknown,0
MIL202306060,night,22535,none,dome,71,unknown,0
NYA202306060,night,38049,none,cloudy,68,ltor,10
PHI202306060,night,36664,none,cloudy,75,ltor,12
PIT202306060,night,13691,none,cloudy,76,torf,13
SDN202306060,night,40395,none,cloudy,65,ltor,11
TBA202306060,night,14689,none,dome,72,unknown,0
TEX202306060,night,28151,none,dome,74,unknown,0
TOR202306060,night,30079,none,overcast,72,fromlf,19
WAS202306060,night,24743,none,cloudy,80,torf,9
ANA202306070,night,28817,none,cloudy,68,tocf,6
ATL202306070,night,40178,none,sunny,86,unknown,3
CIN202306070,night,19003,none,sunny,74,torf,9
CLE202306070,night,19444,none,overcast,65,fromcf,7
COL202306070,night,24149,none,cloudy,68,fromlf,3
MIA202306070,night,7673,none,dome,72,unknown,0
MIL202306070,night,22320,none,dome,70,ltor,16
PIT202306070,day,14550,none,sunny,69,tocf,4
SDN202306070,day,35490,none,cloudy,66,ltor,9
TBA202306070,night,10846,none,dome,72,unknown,0
TEX202306070,night,30251,none,dome,74,unknown,0
TOR202306070,night,26724,none,dome,68,unknown,0
WAS202306070,night,18180,none,cloudy,77,rtol,2
ANA202306080,night,28179,none,sunny,71,torf,8
ATL202306080,night,39347,none,cloudy,80,tolf,11
CIN202306080,day,24323,none,sunny,71,unknown,9
CLE202306080,night,21473,none,overcast,64,unknown,0
COL202306080,day,30372,none,cloudy,75,tolf,3
MIL202306080,day,27318,none,sunny,70,fromrf,4
NYA202306081,night,0,none,cloudy,67,torf,9
NYA202306082,night,40659,none,cloudy,66,unknown,4
PHI202306080,night,29028,none,overcast,75,ltor,7
TBA202306080,day,12584,none,dome,72,unknown,0
TOR202306080,night,28284,none,dome,68,unknown,0
ANA202306090,night,36064,none,cloudy,67,rtol,8
ATL202306090,night,40297,none,sunny,83,rtol,7
BAL202306090,night,18076,none,cloudy,73,torf,8
CHA202306090,night,21033,none,sunny,71,fromcf,8
CLE202306090,night,31787,none,sunny,70,ltor,8
COL202306090,night,32551,none,cloudy,70,rtol,1
DET202306090,night,19664,none,cloudy,76,unknown,0
MIL202306090,night,30657,none,sunny,74,ltor,10
NYA202306090,night,46007,none,cloudy,68,unknown,6
PHI202306090,night,42364,none,cloudy,73,ltor,11
PIT202306090,night,29429,none,cloudy,70,tocf,8
SFN202306090,night,34816,none,cloudy,60,tocf,16
SLN202306090,night,43238,none,cloudy,82,rtol,3
TBA202306090,night,17447,none,dome,72,unknown,0
TOR202306090,night,35222,none,cloudy,70,fromlf,19
ANA202306100,night,38454,none,overcast,64,rtol,8
ATL202306100,day,40799,none,cloudy,86,ltor,5
BAL202306100,day,34136,none,cloudy,85,torf,9
CHA202306100,day,25793,none,cloudy,83,rtol,9
CLE202306100,night,35087,none,cloudy,75,fromcf,1
COL202306100,day,37234,none,cloudy,73,tolf,2
DET202306100,day,31607,none,sunny,80,rtol,7
MIL202306100,day,35157,none,cloudy,81,ltor,7
NYA202306100,night,46061,none,sunny,75,ltor,8
PHI202306100,day,44385,none,cloudy,82,fromlf,10
PIT202306100,day,35290,none,cloudy,81,tolf,10
SFN202306100,day,35452,none,cloudy,60,tocf,10
SLN202306100,day,45246,none,sunny,85,fromrf,8
TBA202306100,day,18932,none,dome,72,unknown,0
TOR202306100,day,41990,none,sunny,70,tocf,11
ANA202306110,day,39405,none,cloudy,69,tolf,10
ATL202306110,day,36744,none,overcast,73,fromlf,6
BAL202306110,day,23255,none,cloudy,87,tolf,6
CHA202306110,day,20888,none,overcast,55,fromrf,7
CLE202306110,day,26318,none,cloudy,78,fromcf,9
COL202306110,day,34724,none,cloudy,66,tolf,4
DET202306110,day,17956,none,cloudy,67,torf,12
MIL202306110,day,31363,none,dome,66,unknown,0
NYA202306110,night,46138,none,cloudy,76,tolf,7
PHI202306110,day,44287,none,sunny,86,ltor,8
PIT202306110,day,26770,none,cloudy,81,tolf,8
SFN202306110,day,36842,none,cloudy,61,tocf,9
SLN202306110,day,42445,none,overcast,65,fromlf,9
TBA202306110,day,23069,none,dome,72,unknown,0
TOR202306110,day,41673,none,dome,68,unknown,0
ARI202306120,night,18432,none,sunny,90,ltor,3
BOS202306120,night,32227,none,cloudy,73,unknown,11
DET202306120,night,18742,none,cloudy,64,rtol,13
KCA202306120,night,20500,none,sunny,73,unknown,5
OAK202306120,night,4848,none,cloudy,63,torf,14
SEA202306120,night,23463,none,sunny,76,torf,3
SLN202306120,night,40886,none,cloudy,73,ltor,9
TEX202306120,night,26667,none,dome,74,unknown,0
ARI202306130,night,20186,none,dome,74,unknown,0
BAL202306130,night,16018,none,cloudy,79,torf,3
BOS202306130,night,31400,none,cloudy,69,fromcf,3
CHN202306130,night,33740,none,overcast,61,torf,18
HOU202306130,night,39546,none,dome,73,unknown,0
KCA202306130,night,16931,none,cloudy,77,ltor,8
LAN202306130,night,45561,none,cloudy,65,ltor,7
MIN202306130,night,34514,none,cloudy,84,fromlf,10
NYN202306130,night,43707,none,sunny,77,torf,11
OAK202306130,night,27759,none,cloudy,62,torf,10
SDN202306130,night,40197,none,cloudy,65,ltor,11
SEA202306130,night,19510,none,cloudy,64,fromcf,2
SLN202306130,night,40917,none,sunny,80,torf,12
TEX202306130,night,25832,none,dome,74,unknown,0
ARI202306140,night,20286,none,dome,78,unknown,0
BAL202306140,night,16083,none,sunny,77,torf,12
BOS202306140,night,31977,none,cloudy,64,tolf,7
CHN202306140,night,30832,none,sunny,64,fromrf,7
DET202306141,day,0,none,cloudy,66,tolf,9
DET202306142,day,24186,none,cloudy,73,tocf,9
HOU202306140,night,39796,none,dome,73,unknown,0
KCA202306140,night,13731,none,sunny,82,rtol,5
LAN202306140,night,44442,none,overcast,65,ltor,5
MIN202306140,day,32222,none,overcast,83,ltor,7
NYN202306140,night,44121,none,cloudy,70,torf,10
OAK202306140,night,7055,none,cloudy,62,torf,15
SDN202306140,night,43660,none,cloudy,66,ltor,8
SEA202306140,night,20498,none,cloudy,63,unknown,0
SLN202306140,day,39165,none,cloudy,84,tocf,8
TEX202306140,night,25406,none,dome,74,unknown,0
ARI202306150,day,23032,none,dome,78,unknown,0
ATL202306150,night,38555,none,cloudy,81,rtol,6
BAL202306150,day,22555,none,cloudy,79,rtol,3
CHN202306150,night,32881,none,cloudy,55,fromcf,14
HOU202306150,night,38303,none,dome,73,unknown,0
LAN202306150,night,48655,none,cloudy,65,torf,6
MIN202306150,night,27570,none,sunny,71,fromrf,10
OAK202306150,day,7133,none,cloudy,68,unknown,8
SDN202306150,night,41864,none,cloudy,68,ltor,9
TEX202306150,night,35092,none,dome,74,unknown,0
ARI202306160,night,27203,none,dome,78,unknown,0
ATL202306160,night,41214,none,cloudy,85,rtol,9
BOS202306160,night,37086,none,cloudy,73,tolf,2
CHN202306160,day,37515,none,cloudy,57,fromlf,12
HOU202306160,night,38621,none,dome,73,unknown,0
KCA202306160,night,19834,none,cloudy,87,fromrf,8
LAN202306160,night,49074,none,sunny,69,tocf,7
MIL202306160,night,25586,none,sunny,64,ltor,1
MIN202306160,night,27170,none,sunny,77,fromrf,5
NYN202306160,night,33948,none,cloudy,66,rtol,5
OAK202306160,night,16084,none,cloudy,65,torf,13
SDN202306160,night,42367,none,cloudy,68,ltor,9
SEA202306160,night,36061,none,dome,58,unknown,2
TEX202306160,night,34308,none,dome,74,unknown,0
WAS202306160,night,22379,none,cloudy,79,fromlf,3
ARI202306170,night,25471,none,dome,78,unknown,0
ATL202306170,day,41558,none,cloudy,89,unknown,4
CHN202306170,day,40605,none,sunny,69,rtol,6
HOU202306170,day,40136,none,dome,73,unknown,0
KCA202306170,day,21056,none,cloudy,86,rtol,10
LAN202306170,night,51385,none,sunny,72,tocf,6
MIL202306170,day,37283,none,sunny,77,ltor,7
MIN202306170,day,26950,none,cloudy,81,tocf,10
NYN202306170,day,39143,none,cloudy,78,ltor,14
OAK202306170,day,12015,none,sunny,66,torf,13
